FileName,TargetBlock,Iteration,Benchmark,IsSlowdown,Method1,Percent1,Method2,Percent2,Method3,Percent3,Method4,Percent4,Method5,Percent5
1_10_Havlak_Slowdown.xml,100,10,Havlak,Slowdown,"som.Vector.forEach",58.9,"som.Vector.append",12.3,"havlak.HavlakLoopFinder.findLoops",8.5,"havlak.HavlakLoopFinder.doDFS",7.7,"java.util.Arrays.copyOf",3.8
1_10_Json_Slowdown.xml,100,10,Json,Slowdown,"json.JsonPureStringParser.read",33.6,"json.JsonPureStringParser.skipWhiteSpace",16.6,"json.JsonPureStringParser.endCapture",14.7,"json.JsonPureStringParser.readDigit",11.9,"json.JsonPureStringParser.readChar",8.4
1_10_List_Slowdown.xml,100,10,List,Slowdown,"List.isShorterThan",88.6,"List.tail",10.6,"List.makeList",0.4,"List.benchmark",0.2,"List$Element.length",0.1
1_10_Richards_Slowdown.xml,100,10,Richards,Slowdown,"richards.TaskControlBlock.runTask",85.1,"richards.Scheduler.schedule",13.5,"richards.RBObject.append",0.4,"java.io.PrintStream.println",0.2,"Run.reportBenchmark",0.1
1_1_Havlak_Slowdown.xml,100,1,Havlak,Slowdown,"som.Vector.forEach",59.2,"som.Vector.append",12.2,"havlak.HavlakLoopFinder.findLoops",8.2,"havlak.HavlakLoopFinder.doDFS",7.7,"java.util.Arrays.copyOf",4.2
1_1_Json_Slowdown.xml,100,1,Json,Slowdown,"json.JsonPureStringParser.read",31.9,"json.JsonPureStringParser.skipWhiteSpace",17.3,"json.JsonPureStringParser.endCapture",15.1,"json.JsonPureStringParser.readDigit",12.4,"json.JsonPureStringParser.readValue",7.9
1_1_List_Slowdown.xml,100,1,List,Slowdown,"List.isShorterThan",88.5,"List.tail",10.5,"List.makeList",0.5,"List.benchmark",0.3,"List$Element.length",0.1
1_1_Richards_Slowdown.xml,100,1,Richards,Slowdown,"richards.TaskControlBlock.runTask",85.4,"richards.Scheduler.schedule",13.4,"richards.RBObject.append",0.3,"Benchmark.innerBenchmarkLoop",0.1,"java.io.PrintStream.println",0.1
1_2_Havlak_Slowdown.xml,100,2,Havlak,Slowdown,"som.Vector.forEach",59.7,"som.Vector.append",12.4,"havlak.HavlakLoopFinder.findLoops",8.0,"havlak.HavlakLoopFinder.doDFS",7.5,"java.util.Arrays.copyOf",3.8
1_2_Json_Slowdown.xml,100,2,Json,Slowdown,"json.JsonPureStringParser.read",30.8,"json.JsonPureStringParser.skipWhiteSpace",16.9,"json.JsonPureStringParser.endCapture",15.4,"json.JsonPureStringParser.readDigit",13.5,"json.JsonPureStringParser.readChar",8.3
1_2_List_Slowdown.xml,100,2,List,Slowdown,"List.isShorterThan",88.8,"List.tail",10.3,"List.benchmark",0.4,"List.makeList",0.3,"List$Element.length",0.1
1_2_Richards_Slowdown.xml,100,2,Richards,Slowdown,"richards.TaskControlBlock.runTask",84.5,"richards.Scheduler.schedule",14.4,"richards.RBObject.append",0.2,"java.io.PrintStream.println",0.1,"richards.Scheduler.start",0.1
1_3_Havlak_Slowdown.xml,100,3,Havlak,Slowdown,"som.Vector.forEach",58.1,"som.Vector.append",12.4,"havlak.HavlakLoopFinder.findLoops",8.8,"havlak.HavlakLoopFinder.doDFS",8.0,"java.util.Arrays.copyOf",4.1
1_3_Json_Slowdown.xml,100,3,Json,Slowdown,"json.JsonPureStringParser.read",32.5,"json.JsonPureStringParser.endCapture",16.5,"json.JsonPureStringParser.skipWhiteSpace",16.4,"json.JsonPureStringParser.readDigit",12.1,"json.JsonPureStringParser.readValue",8.0
1_3_List_Slowdown.xml,100,3,List,Slowdown,"List.isShorterThan",87.8,"List.tail",11.0,"List.makeList",0.5,"List.benchmark",0.3,"List$Element.length",0.2
1_3_Richards_Slowdown.xml,100,3,Richards,Slowdown,"richards.TaskControlBlock.runTask",84.7,"richards.Scheduler.schedule",13.9,"richards.RBObject.append",0.4,"java.io.PrintStream.println",0.2,"richards.Scheduler.start",0.1
1_4_Havlak_Slowdown.xml,100,4,Havlak,Slowdown,"som.Vector.forEach",58.5,"som.Vector.append",12.5,"havlak.HavlakLoopFinder.findLoops",8.7,"havlak.HavlakLoopFinder.doDFS",8.0,"java.util.Arrays.copyOf",3.9
1_4_Json_Slowdown.xml,100,4,Json,Slowdown,"json.JsonPureStringParser.read",33.2,"json.JsonPureStringParser.skipWhiteSpace",16.5,"json.JsonPureStringParser.endCapture",15.2,"json.JsonPureStringParser.readDigit",11.9,"json.JsonPureStringParser.readChar",7.9
1_4_List_Slowdown.xml,100,4,List,Slowdown,"List.isShorterThan",88.5,"List.tail",10.6,"List.makeList",0.3,"List.benchmark",0.3,"List$Element.length",0.1
1_4_Richards_Slowdown.xml,100,4,Richards,Slowdown,"richards.TaskControlBlock.runTask",85.3,"richards.Scheduler.schedule",13.2,"richards.RBObject.append",0.4,"richards.Scheduler.start",0.2,"java.io.PrintStream.println",0.2
1_5_Havlak_Slowdown.xml,100,5,Havlak,Slowdown,"som.Vector.forEach",57.3,"som.Vector.append",12.3,"havlak.HavlakLoopFinder.findLoops",9.0,"havlak.HavlakLoopFinder.doDFS",8.5,"java.util.Arrays.copyOf",4.2
1_5_Json_Slowdown.xml,100,5,Json,Slowdown,"json.JsonPureStringParser.read",31.9,"json.JsonPureStringParser.endCapture",16.7,"json.JsonPureStringParser.skipWhiteSpace",16.7,"json.JsonPureStringParser.readDigit",12.1,"json.JsonPureStringParser.readChar",8.3
1_5_List_Slowdown.xml,100,5,List,Slowdown,"List.isShorterThan",88.0,"List.tail",11.0,"List.makeList",0.4,"List.benchmark",0.3,"List$Element.length",0.2
1_5_Richards_Slowdown.xml,100,5,Richards,Slowdown,"richards.TaskControlBlock.runTask",84.4,"richards.Scheduler.schedule",14.3,"richards.RBObject.append",0.3,"java.io.PrintStream.println",0.1,"Run.reportBenchmark",0.1
1_6_Havlak_Slowdown.xml,100,6,Havlak,Slowdown,"som.Vector.forEach",58.8,"som.Vector.append",12.3,"havlak.HavlakLoopFinder.findLoops",8.4,"havlak.HavlakLoopFinder.doDFS",7.8,"java.util.Arrays.copyOf",4.1
1_6_Json_Slowdown.xml,100,6,Json,Slowdown,"json.JsonPureStringParser.read",32.7,"json.JsonPureStringParser.skipWhiteSpace",17.5,"json.JsonPureStringParser.endCapture",15.8,"json.JsonPureStringParser.readDigit",13.2,"json.JsonPureStringParser.readValue",7.6
1_6_List_Slowdown.xml,100,6,List,Slowdown,"List.isShorterThan",87.3,"List.tail",11.6,"List.makeList",0.5,"List.benchmark",0.4,"List$Element.length",0.1
1_6_Richards_Slowdown.xml,100,6,Richards,Slowdown,"richards.TaskControlBlock.runTask",84.2,"richards.Scheduler.schedule",14.5,"richards.RBObject.append",0.4,"richards.Scheduler.start",0.1,"Run.reportBenchmark",0.1
1_7_Havlak_Slowdown.xml,100,7,Havlak,Slowdown,"som.Vector.forEach",59.0,"som.Vector.append",12.3,"havlak.HavlakLoopFinder.findLoops",8.4,"havlak.HavlakLoopFinder.doDFS",8.0,"java.util.Arrays.copyOf",3.8
1_7_Json_Slowdown.xml,100,7,Json,Slowdown,"json.JsonPureStringParser.read",31.6,"json.JsonPureStringParser.skipWhiteSpace",17.7,"json.JsonPureStringParser.endCapture",14.9,"json.JsonPureStringParser.readDigit",13.4,"json.JsonPureStringParser.readValue",7.7
1_7_List_Slowdown.xml,100,7,List,Slowdown,"List.isShorterThan",88.5,"List.tail",10.4,"List.makeList",0.4,"List.benchmark",0.4,"List$Element.length",0.2
1_7_Richards_Slowdown.xml,100,7,Richards,Slowdown,"richards.TaskControlBlock.runTask",84.8,"richards.Scheduler.schedule",14.0,"java.io.PrintStream.println",0.2,"richards.RBObject.append",0.2,"Benchmark.innerBenchmarkLoop",0.1
1_8_Havlak_Slowdown.xml,100,8,Havlak,Slowdown,"som.Vector.forEach",59.2,"som.Vector.append",12.4,"havlak.HavlakLoopFinder.findLoops",8.4,"havlak.HavlakLoopFinder.doDFS",7.4,"java.util.Arrays.copyOf",4.1
1_8_Json_Slowdown.xml,100,8,Json,Slowdown,"json.JsonPureStringParser.read",33.2,"json.JsonPureStringParser.skipWhiteSpace",16.3,"json.JsonPureStringParser.endCapture",16.1,"json.JsonPureStringParser.readDigit",12.3,"json.JsonPureStringParser.readValue",7.9
1_8_List_Slowdown.xml,100,8,List,Slowdown,"List.isShorterThan",88.4,"List.tail",10.3,"List.makeList",0.5,"List.benchmark",0.4,"List$Element.length",0.2
1_8_Richards_Slowdown.xml,100,8,Richards,Slowdown,"richards.TaskControlBlock.runTask",85.1,"richards.Scheduler.schedule",13.6,"richards.RBObject.append",0.3,"richards.Scheduler.start",0.2,"java.io.PrintStream.println",0.1
1_9_Havlak_Slowdown.xml,100,9,Havlak,Slowdown,"som.Vector.forEach",59.1,"som.Vector.append",12.2,"havlak.HavlakLoopFinder.findLoops",8.8,"havlak.HavlakLoopFinder.doDFS",7.5,"java.util.Arrays.copyOf",4.0
1_9_Json_Slowdown.xml,100,9,Json,Slowdown,"json.JsonPureStringParser.read",31.5,"json.JsonPureStringParser.endCapture",15.7,"json.JsonPureStringParser.skipWhiteSpace",15.2,"json.JsonPureStringParser.readDigit",13.5,"json.JsonPureStringParser.readChar",8.5
1_9_List_Slowdown.xml,100,9,List,Slowdown,"List.isShorterThan",88.7,"List.tail",10.3,"List.makeList",0.5,"List.benchmark",0.3,"java.io.PrintStream.println",0.1
1_9_Richards_Slowdown.xml,100,9,Richards,Slowdown,"richards.TaskControlBlock.runTask",85.5,"richards.Scheduler.schedule",13.0,"richards.RBObject.append",0.4,"java.io.PrintStream.println",0.2,"richards.Scheduler.start",0.1
